title,link,cited,relatedLink,position,publishedData
Hardware-in-Loop for all Types of Hybrid Vehicles using Open Modular Hardware to Meet ISO 26262 Standard,https://www.sae.org/publications/technical-papers/content/2014-01-0292/,Cited by 1,"https://scholar.google.com/scholar?q=related:OYXxn1gCCIAJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",48,"B Kalghatgi, M Kaur, G Singla, A Ranjan, P Sarkar - 2014 - sae.org"
PROTÓTIPO DE UM TOMÓGRAFO DE IMPEDÂNCIA DE BAIXO CUSTO BASEADO NO PARADIGMA OPEN-HARDWARE,https://www.researchgate.net/profile/Wellington_Dos_Santos3/publication/321903853_PROTOTIPO_DE_UM_TOMOGRAFO_DE_IMPEDANCIA_DE_BAIXO_CUSTO_BASEADO_NO_PARADIGMA_OPEN-HARDWARE/links/5a388d10aca272a6ec1e90f7/PROTOTIPO-DE-UM-TOMOGRAFO-DE-IMPEDANCIA-DE-BAIXO-CUSTO-BASEADO-NO-PARADIGMA-OPEN-HARDWARE.pdf,,"https://scholar.google.com/scholar?q=related:exT0VSQ7CUIJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",49,"DE Ribeiro, WP dos Santos, RE de Souza… - Sangue - researchgate.net"
Beyond BIOS,https://www.degruyter.com/document/doi/10.1515/9781501505690/html,Cited by 22,"https://scholar.google.com/scholar?q=related:7g4FM6eALZwJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",50,"V Zimmer, M Rothman, S Marisetty - 2017 - degruyter.com"
Deploying SDN in GÉANT production network,https://ieeexplore.ieee.org/abstract/document/8169862/,Cited by 6,"https://scholar.google.com/scholar?q=related:_uzuTk1ktYYJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",51,"PL Ventre, J Ortiz, A Mendiola… - … IEEE Conference on …, 2017 - ieeexplore.ieee.org"
Real-time control teaching using LEGO® MINDSTORMS® NXT robot,https://ieeexplore.ieee.org/abstract/document/4747308/,Cited by 37,"https://scholar.google.com/scholar?q=related:k8tBe3b7UyoJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",52,"W Grega, A Pilat - 2008 International Multiconference on …, 2008 - ieeexplore.ieee.org"
Arthroscopic removal of symptomatic proximal humerus locking plates with bone-void filler augmentation,https://www.sciencedirect.com/science/article/pii/S2212628716000116,Cited by 5,"https://scholar.google.com/scholar?q=related:Kyu4Kk4vsCsJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",53,"PB Voleti, CL Camp, AL Sinatro, JS Dines - Arthroscopy techniques, 2016 - Elsevier"
CERN's fmc kit,https://cds.cern.ch/record/1611090,Cited by 3,"https://scholar.google.com/scholar?q=related:xcjC7ddb3JoJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",54,"M Cattin, E van der Bij, E Gousiou, J Serrano… - 2013 - cds.cern.ch"
[C] License,,Cited by 2,"https://scholar.google.com/scholar?q=related:vw8vclVzl6gJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",55,TAPRO Hardware - Version
"Open-source, community-driven microfluidics with Metafluidics",https://www.nature.com/articles/nbt.3873.pdf?origin=ppub,Cited by 51,"https://scholar.google.com/scholar?q=related:Q4kkbkfJchQJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",56,"DS Kong, TA Thorsen, J Babb, ST Wick, JJ Gam… - Nature …, 2017 - nature.com"
An open embedded industrial robot hardware and software architecture applied to position control and visual servoing application,https://www.inderscienceonline.com/doi/abs/10.1504/IJMA.2014.059775,Cited by 3,"https://scholar.google.com/scholar?q=related:dvfzRskMbVQJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",57,"L Zhang, P Slaets, H Bruyninckx - International Journal of …, 2014 - inderscienceonline.com"
Easy to build low-power GPS drifters with local storage and a cellular modem made from off-the-shelf components,https://gi.copernicus.org/articles/9/435/2020/,,"https://scholar.google.com/scholar?q=related:BF8J2NZNMi8J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",58,"R Hut, T Thatoe Nwe Win… - … , Methods and Data …, 2020 - gi.copernicus.org"
Compact and reflective light-sheet microscopy for long-term imaging of living embryos,https://www.osapublishing.org/abstract.cfm?uri=ao-59-13-D89,Cited by 3,"https://scholar.google.com/scholar?q=related:qUKF72Q-820J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",59,"B Moretti, NP Müller, M Wappner, HE Grecco - Applied optics, 2020 - osapublishing.org"
An Open Source Seeding Agri-Robot,https://www.ukras.org/wp-content/uploads/formidable/21/UKRAS20_paper_05.pdf,Cited by 1,"https://scholar.google.com/scholar?q=related:BMIjFf7I2iYJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",60,"H Rogers, C Fox - Proceedings of The 3rd UK-RAS Conference, 2020 - ukras.org"
[C] Comparison of an open-hardware electroencephalography amplifier with medical grade device in brain-computer interface applications. arXiv 2016,,Cited by 5,"https://scholar.google.com/scholar?q=related:NpDTHzbpkQEJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",61,J Frey - arXiv preprint arXiv:1606.02438
[C] PulseSensor Open Hardware,,Cited by 6,"https://scholar.google.com/scholar?q=related:9ZfNRrRMfIgJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",62,"J Murphy, Y Gitman - World Famous Electronics, 2016"
[C] Why is open hardware inherently sustainable?',,Cited by 5,"https://scholar.google.com/scholar?q=related:JQWK_Jn7c4IJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",63,"M Bauwens - P2P Foundation, 2011"
Concurrent validity and reliability of proprietary and open-source jump mat systems for the assessment of vertical jumps in sport sciences,https://yadda.icm.edu.pl/baztech/element/bwmeta1.element.baztech-181fc5d5-3d49-4cd2-86bb-3fb1de53d915,Cited by 25,"https://scholar.google.com/scholar?q=related:uNjRfmcB0EgJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",64,"B Pueo, JM Jimeney-Olmedo, P Lipińska… - … of bioengineering and …, 2018 - yadda.icm.edu.pl"
Harnessing the synergy potential of open source hardware communities,https://link.springer.com/chapter/10.1007/978-3-319-97788-1_11,Cited by 7,"https://scholar.google.com/scholar?q=related:Fqjn6cpiYKYJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",65,"R Mies, J Bonvoisin, R Jochem - Co-Creation, 2019 - Springer"
Open sourcing as a profit-maximizing strategy for downstream firms,https://pubsonline.informs.org/doi/abs/10.1287/stsc.2018.0075,Cited by 6,"https://scholar.google.com/scholar?q=related:TBSmGwyHgQUJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",66,"A Gambardella, E Von Hippel - Strategy Science, 2019 - pubsonline.informs.org"
Dimitri: An open-source humanoid robot with compliant joint,https://link.springer.com/article/10.1007/s10846-017-0727-y,Cited by 4,"https://scholar.google.com/scholar?q=related:oBvFVTLPYvAJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",67,"C Tatsch, A Ahmadi, F Bottega, J Tani… - Journal of Intelligent & …, 2018 - Springer"
Product design for mass-individualization,https://www.sciencedirect.com/science/article/pii/S2212827115002486,Cited by 58,"https://scholar.google.com/scholar?q=related:YvDqqQKx4dkJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",68,"Y Koren, M Shpitalni, P Gu, SJ Hu - Procedia Cirp, 2015 - Elsevier"
Cloud of secure elements perspectives for mobile and cloud applications security,https://ieeexplore.ieee.org/abstract/document/6682733/,Cited by 13,"https://scholar.google.com/scholar?q=related:pTi8tdj2v8YJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",69,"P Urien - 2013 IEEE Conference on Communications and …, 2013 - ieeexplore.ieee.org"
"Emerging sites of HCI innovation: hackerspaces, hardware startups & incubators",https://dl.acm.org/doi/abs/10.1145/2556288.2557132,Cited by 255,"https://scholar.google.com/scholar?q=related:zYBJeF7VIogJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",70,"S Lindtner, GD Hertz, P Dourish - … of the SIGCHI Conference on Human …, 2014 - dl.acm.org"
MIAOW-An Open Source GPGPU,http://pages.cs.wisc.edu/~vinay/pubs/MIAOW-HotChips.pdf,,"https://scholar.google.com/scholar?q=related:R9gTh1bE4e0J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",71,"RBVGZ Guo, CHHCJ Jaikrishnan, MMPDR Paul… - pages.cs.wisc.edu"
[C] Tokenized Hardware: The New Crypto Innovation,,,"https://scholar.google.com/scholar?q=related:yYzHTCOCFYwJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",72,"J Chen, E Pan - 2018"
Hardware design methods and proposals for open system architecture of intelligent robots,https://link.springer.com/chapter/10.1007/978-1-4471-1021-7_70,Cited by 3,"https://scholar.google.com/scholar?q=related:nR-MQ1jsoTkJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",73,"T Oomichi, T Ibe, T Sasaki - Robotics Research, 1996 - Springer"
From Bits to Atoms: Does the Open Source Software Model Translate to Open Source Hardware,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/sccj35&section=11,Cited by 3,"https://scholar.google.com/scholar?q=related:3WWtxVO5U9gJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",74,"D Beldiman - Santa Clara High Tech. LJ, 2018 - HeinOnline"
Framing open design through theoretical concepts and practical applications: A systematic literature review,https://www.tandfonline.com/doi/abs/10.1080/07370024.2019.1574225,Cited by 14,"https://scholar.google.com/scholar?q=related:jLMSIT5wEKEJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",75,"Y Bakırlıoğlu, C Kohtala - Human–Computer Interaction, 2019 - Taylor & Francis"
From economy of commodities to economy of ideas: Hardware as social medium,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1948-7169.2011.00139.x,Cited by 10,"https://scholar.google.com/scholar?q=related:JiLSYvDWPPkJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",76,"ZB Ilan - Design Management Review, 2011 - Wiley Online Library"
[C] Open Hardware Licences: Parallels and Contrasts: Open Science Monitor Case Study,,Cited by 4,"https://scholar.google.com/scholar?q=related:E-G0NS-QlWQJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",77,"LFR Murillo, P Kauttu, LP Priego, A Katz… - 2019 - Publications Office of the European …"
Plataforma IoT para el control y monitoreo de variables físicas con tecnología Open Hardware,http://www.redicces.org.sv/jspui/handle/10972/3989,,"https://scholar.google.com/scholar?q=related:4Atjaf-5Y3YJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",78,"CL Cartagena Lobos… - Revista Tecnológica; no …, 2019 - redicces.org.sv"
submitter: 3D-Printable Model of a Particle Trap: Development and Use in the Physics Classroom,https://cds.cern.ch/record/2713710,Cited by 1,"https://scholar.google.com/scholar?q=related:0GDShkz0IqUJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",79,"L McGinness, K Wendt, J Woithe, S Schmeling… - J. Open Hardw., 2019 - cds.cern.ch"
NGSCB: A trusted open system,https://link.springer.com/chapter/10.1007/978-3-540-27800-9_8,Cited by 129,"https://scholar.google.com/scholar?q=related:7VtsAlvyYX8J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",80,"M Peinado, Y Chen, P England… - … Conference on Information …, 2004 - Springer"
[C] The Open Hardware Certification Program,,Cited by 4,"https://scholar.google.com/scholar?q=related:ezxMGvyIWnMJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",81,"B Perens - Debian Mailing List, 1997"
[C] Onerng-open hardware random number generator,,Cited by 4,"https://scholar.google.com/scholar?q=related:VBeS5mAn1eEJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",82,J Cheetham - 2014
Lab Hackathons to Overcome Laboratory Equipment Shortages in Africa: Opportunities and Challenges,https://dl.acm.org/doi/abs/10.1145/3290607.3299063,Cited by 3,"https://scholar.google.com/scholar?q=related:DhrPrXTZjW0J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",83,"H Webb, JRC Nurse, L Bezuidenhout… - Extended Abstracts of the …, 2019 - dl.acm.org"
[C] Energy Model in an Open Hardware Wireless Sensor Network,,Cited by 2,"https://scholar.google.com/scholar?q=related:1fVHytu1wBoJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",84,"ÁHC Domínguez, DAG Córdova, AC Téllez… - Difu100ci@ Revista en …, 2015"
Utilization of remote experimentation in mobile devices for education,https://ieeexplore.ieee.org/abstract/document/6201112/,Cited by 16,"https://scholar.google.com/scholar?q=related:sD3xqJ3ohYkJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",85,"W Rochadel, SP da Silva, JB da Silva… - Proceedings of the …, 2012 - ieeexplore.ieee.org"
Using open source embedded hardware and software tools in automatic control from mathematical model,http://www.iaeng.org/publication/WCECS2016/WCECS2016_pp333-337.pdf,Cited by 3,"https://scholar.google.com/scholar?q=related:39F1_iNytYkJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",86,"RA Ponguillo, CV Medina - Proceedings of the World Congress on …, 2016 - iaeng.org"
White rabbit: Sub-nanosecond timing over ethernet,https://www.sciencedirect.com/science/article/pii/S016890021201652X,Cited by 18,"https://scholar.google.com/scholar?q=related:D4wkXCTqtAgJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",87,"PPM Jansweijer, HZ Peek, E De Wolf - Nuclear Instruments and Methods in …, 2013 - Elsevier"
Arduino und die Open-Hardware-Revolution,https://pdfs.semanticscholar.org/6413/32086799ff788704c59008a4b9ed698cc100.pdf,,,88,JS Onofre - pdfs.semanticscholar.org
An open sensing and acting platform for context-aware affective support in ambient intelligent educational settings,https://ieeexplore.ieee.org/abstract/document/7425146/,Cited by 24,"https://scholar.google.com/scholar?q=related:byz49Lnt_wMJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",89,"OC Santos, R Uria-Rivas… - IEEE Sensors …, 2016 - ieeexplore.ieee.org"
Arduino-like development kit for single-element ultrasound imaging,https://openhardware.metajnl.com/article/10.5334/joh.2/,Cited by 3,"https://scholar.google.com/scholar?q=related:cIq_iiJ2fW8J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",90,"L Jonveaux - Journal of Open Hardware, 2017 - openhardware.metajnl.com"
Building Safeguards Technologies using Open Source Software and Hardware-Learning from the Maker Movement,https://media.superevent.com/documents/20181030/bede541c16d60851dfe0be9c612fc30b/id018_kuett_paper.pdf,,"https://scholar.google.com/scholar?q=related:5Q7rKCvtRbQJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",91,M Kuett - 2018 - media.superevent.com
Bupigo: an open and extensible platform for visually-guided swarm robots,https://dl.acm.org/doi/abs/10.4108/eai.3-12-2015.2262522,Cited by 2,"https://scholar.google.com/scholar?q=related:237zNKQkGwAJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",92,"A Vardy, S Nicholi - Proceedings of the 9th EAI International Conference …, 2016 - dl.acm.org"
A low-cost IoT based environmental monitoring system. A citizen approach to pollution awareness,https://ieeexplore.ieee.org/abstract/document/8229599/,Cited by 19,"https://scholar.google.com/scholar?q=related:ASfveMex2VAJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",93,"P Velásquez, L Vásquez, C Correa… - … conference on electrical …, 2017 - ieeexplore.ieee.org"
How deep is your love? On open-source hardware,https://library.oapen.org/bitstream/handle/20.500.12657/26052/1004033.pdf?sequence=1#page=194,Cited by 9,"https://scholar.google.com/scholar?q=related:4cNJTEBUlgwJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",94,"D Cuartielles - Ehn, P.; Nilsson, E.; Topgaard, 2014 - library.oapen.org"
Los sistemas de Open Hardware “Arduino” en el control de los procesos de incubación de huevos de codorniz,http://www.repositorio.unu.edu.pe/handle/UNU/4464,,,95,HO Cordova Marin - 2018 - repositorio.unu.edu.pe
Los sistemas de open hardware “arduino” en el control de los procesos de incubación de huevos de codorniz,http://repositorio.unf.edu.pe/bitstream/handle/UNFS/37/Conial2018_CesaerAyra_UNU_SistemasOpenHardware.pdf?sequence=1&isAllowed=y,,,96,NC Ayra Apac - 2018 - repositorio.unf.edu.pe
Democratizing design for future computing platforms,https://arxiv.org/abs/1706.08597,Cited by 3,"https://scholar.google.com/scholar?q=related:culWOiJUBncJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",97,"L Ceze, MD Hill, K Sankaralingam… - arXiv preprint arXiv …, 2017 - arxiv.org"
Hardware: ecosistemas de innovación y producción basados en hardware libre,https://book.floksociety.org/ec/4/4-1-hardware-ecosistemas-de-innovacion-y-produccion-basados-en-hardware-libre/,Cited by 28,"https://scholar.google.com/scholar?q=related:Vw_Cyo8R1Q8J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",98,"A Lazalde, J Torres, D Vila-Viñas - Buen Conocer-FLOK …, 2015 - book.floksociety.org"
Integración continua para open hardware,http://e-archivo.uc3m.es/handle/10016/17021,,"https://scholar.google.com/scholar?q=related:NYk82GIbrEkJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",99,D Peral Chico - 2012 - e-archivo.uc3m.es
Open-source software と open-hardware を用いて構築した顕微鏡オートフォーカスシステムの検討,https://tsukuba-tech.repo.nii.ac.jp/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=152&item_no=1&page_id=13&block_id=21,,,100,"加藤一夫 - 筑波技術大学テクノレポート, 2017 - tsukuba-tech.repo.nii.ac.jp"
The Motion Assistant: engineering a Bluetooth-enabled power wheelchair,https://ieeexplore.ieee.org/abstract/document/7797380/,Cited by 1,"https://scholar.google.com/scholar?q=related:nWWP1pAWq5IJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",101,"AAG Martinazzo, MA José, LC Biazon… - 2016 IEEE …, 2016 - ieeexplore.ieee.org"
Open Source Hardware–Ein erster Überblick,https://www.degruyter.com/document/doi/10.9785/ovs-cr-2012-697/html,Cited by 3,"https://scholar.google.com/scholar?q=related:20ipCcwpdScJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",102,"P Huppertz - Computer und Recht, 2012 - degruyter.com"
The ardusipm a compact trasportable software/hardware data acquisition system for sipm detector,https://ieeexplore.ieee.org/abstract/document/7431252/,Cited by 24,"https://scholar.google.com/scholar?q=related:CUWu8-peLe0J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",103,"V Bocci, G Chiodi, F Iacoangeli… - 2014 IEEE Nuclear …, 2014 - ieeexplore.ieee.org"
Open science hardware: towards more democratic science and technology in Latin America?,https://pdfs.semanticscholar.org/dd92/55a72fd20b4ebeddae38cab78c164e84289c.pdf#page=8,,"https://scholar.google.com/scholar?q=related:uhmAU2LXJJMJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",104,JC Arancio - International Symposium on Open Collaboration … - pdfs.semanticscholar.org
[C] From wearable computing to the design of interactive open wearables. The impact of Open Design and Open Hardware on the design of wearable …,,Cited by 3,"https://scholar.google.com/scholar?q=related:20dPgzBTL0sJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",105,"S Cangiano, Z Romano, M Banzi - Proceedings of EAD10 conference, 2012"
Open Source Monitoring System for IT Infrastructures Incorporating IoT-Based Sensors,https://www.mdpi.com/2504-3900/54/1/56,,"https://scholar.google.com/scholar?q=related:-iaTztQ4UsAJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",106,"AM Vázquez, C Dafonte, Á Gómez - Multidisciplinary Digital Publishing …, 2020 - mdpi.com"
Hacking with Chinese characteristics: The promises of the maker movement against China's manufacturing culture,https://journals.sagepub.com/doi/abs/10.1177/0162243915590861,Cited by 125,"https://scholar.google.com/scholar?q=related:MZMxEnylr-oJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",107,"S Lindtner - Science, Technology, & Human Values, 2015 - journals.sagepub.com"
Open and flexible embedded system applied to positioning and telecontrol,https://ieeexplore.ieee.org/abstract/document/5934410/,Cited by 4,"https://scholar.google.com/scholar?q=related:ddZ9F1X8E_kJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",108,"V Medina, O Rivera, D Oviedo… - IEEE Transactions …, 2011 - ieeexplore.ieee.org"
Wearable Panic Attack Detection System,https://dl.acm.org/doi/abs/10.1145/3139367.3139434,Cited by 1,"https://scholar.google.com/scholar?q=related:ou3-GXKi9AIJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",109,"M Sapounaki, I Polychronou, M Gkonta… - Proceedings of the 21st …, 2017 - dl.acm.org"
"Open Source Hardware, Exploring how Industry Regulation Affects Knowledge Commons Governance: An Exploratory Case Study",https://www.thecommonsjournal.org/articles/10.5334/ijc.1081/,,,110,"P Carpentier - International Journal of the Commons, 2021 - thecommonsjournal.org"
OpenPMU: Open source platform for Synchrophasor applications and research,https://ieeexplore.ieee.org/abstract/document/6039607/,Cited by 19,"https://scholar.google.com/scholar?q=related:vc1iTd6JKFoJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",111,"DM Laverty, DJ Morrow, A McKinley… - 2011 IEEE Power and …, 2011 - ieeexplore.ieee.org"
InfiniWolf: Energy efficient smart bracelet for edge computing with dual source energy harvesting,https://ieeexplore.ieee.org/abstract/document/9116218/,Cited by 4,"https://scholar.google.com/scholar?q=related:cFnwILsmGdYJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",112,"M Magno, X Wang, M Eggimann… - … , Automation & Test …, 2020 - ieeexplore.ieee.org"
Towards secure elements for trusted transactions in blockchain and blochchain IoT (BIoT) Platforms. Invited paper,https://ieeexplore.ieee.org/abstract/document/8311445/,Cited by 13,"https://scholar.google.com/scholar?q=related:40Sjbls9hwgJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",113,"P Urien - 2018 Fourth International Conference on Mobile and …, 2018 - ieeexplore.ieee.org"
[C] Open hardware AM in binder jet 3D printing,,Cited by 4,"https://scholar.google.com/scholar?q=related:9LD6A6n3X_YJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",114,"P Odaglia, V Voney, G Habert, B Dillenburger - first international conference on 3D …, 2018"
[C] Open hardware belongs in your museum,,Cited by 3,"https://scholar.google.com/scholar?q=related:_5GzBZL5z4gJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",115,"M Langer, J Alderman - Museums and the Web 2016, 2016"
[C] Electrical Power System for an OPEN Hardware CubeSat,,Cited by 3,"https://scholar.google.com/scholar?q=related:LSntEu70oDMJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",116,"S Chaieb, M Wegerson, J Straub, R Marsh, D Whalen - University of North Dakota …, 2015"
[C] Turtle Sensors How open hardware and software can empower students and communities,,Cited by 3,"https://scholar.google.com/scholar?q=related:ZSzrLjQ0NIwJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",117,"W Bender, T Forster, G Trinidad, A Aguirre, F Andrade… - 2012"
[C] An open-hardware platform for optogenetics and photobiology. Sci Rep,,Cited by 3,"https://scholar.google.com/scholar?q=related:3JIWL8XV1dgJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",118,KP Gerhardt - 2016
[C] Open hardware: How and why it works,,Cited by 3,"https://scholar.google.com/scholar?q=related:tMkRXO-DA8AJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",119,"JM Osier-Mixon - IBM developerWorks, 2010"
[C] Open hardware for the internet of things,,Cited by 3,"https://scholar.google.com/scholar?q=related:Wy1VhYEfOzkJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",120,O Mote - 2016
[C] (2014). Open hardware modular educational robotic platform. Yrobot,,Cited by 3,"https://scholar.google.com/scholar?q=related:5kA3is2mkngJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",121,M Kochlán - Robotics in Alpe-Adria-Danube Region (RAAD)
[C] Open hardware meaning. Josef Prusa–3D Tisk a Tiskárny. September 20,,Cited by 3,"https://scholar.google.com/scholar?q=related:_i0dq_AxjrgJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",122,J Prusa - 2016
[C] Low-cost GSM telephony in the Amazon region based on opensource/open-hardware projects. 2009 IEEE Latin-American Conference on …,,Cited by 3,"https://scholar.google.com/scholar?q=related:6y44tuucm1kJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",123,"M Cabral, I Almeida, C Melo, A Klautau - 2009"
[C] P Phi SS: An Open-Source Experimental Setup for Real-World Implementation of Swarm Robotic Systems in Long-Term Scenarios,,Cited by 3,"https://scholar.google.com/scholar?q=related:s5XK97uVR8wJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",124,"F Arvin, T Krajnik, ALİ TURGUT - 2018"
Open research data without borders,https://go.gale.com/ps/i.do?id=GALE%7CA431951816&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=23216654&p=HRCA&sw=w,Cited by 2,"https://scholar.google.com/scholar?q=related:O4mdzpQuGN4J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",125,"B Dutta - Journal of Scientometric Research, 2015 - go.gale.com"
Deployment of an open sensorized platform in a smart city context,https://www.sciencedirect.com/science/article/pii/S0167739X16305519,Cited by 50,"https://scholar.google.com/scholar?q=related:IIy_wB-z_UYJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",126,"S Trilles, A Calia, Ó Belmonte… - Future Generation …, 2017 - Elsevier"
… Wave Maker dalam Pembangkitan Gelombang Reguler dengan Variasi Kecepatan Motor Berbasis Mikrokontroler Open Hardware pada Laboratorium Hidrodinamika …,https://ejournal3.undip.ac.id/index.php/naval/article/view/24203,,"https://scholar.google.com/scholar?q=related:xx4Rr8WREvwJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",127,"AR Kopayona, ES Hadi… - Jurnal Teknik …, 2019 - ejournal3.undip.ac.id"
SHORES: Software and Hardware Open Repository for Embedded Systems,http://www.iaeng.org/publication/WCECS2017/WCECS2017_pp26-31.pdf,Cited by 1,"https://scholar.google.com/scholar?q=related:sJuI1R5aOuEJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",128,"L Acasandrei, A Barriga - Proceedings of the World Congress on …, 2017 - iaeng.org"
Open Environmental Data Analysis,https://meetingorganizer.copernicus.org/EGU2018/EGU2018-17461.pdf,,"https://scholar.google.com/scholar?q=related:Fr64v1VhEFcJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",129,"D Nüst, T Bartoschek - EGU General …, 2018 - meetingorganizer.copernicus.org"
