"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"M23583B2","journalArticle","2019","Voigts, Jakob; Newman, Jonathan P.; Wilson, Matthew A.; Harnett, Mark T.","An easy-to-assemble, robust, and lightweight drive implant for chronic tetrode recordings in freely moving animals","bioRxiv","","","10.1101/746651","https://www.biorxiv.org/content/10.1101/746651v1","<p>Tetrode arrays are the gold-standard method for neuronal recordings in many studies with behaving animals, especially for deep structures and chronic recordings. Here we outline an improved drive design for use in freely behaving animals. Our design makes use of recently developed technologies to reduce the complexity and build time of the drive while maintaining a low weight. The design also presents an improvement over many existing designs in terms of robustness and ease of use. We describe two variants: a 16 tetrode implant weighing ∼2 g for mice, bats, tree shrews and similar animals, and a 64 tetrode implant weighing ∼16 g for rats, and similar animals.These designs were co-developed and optimized alongside a new class of drive-mounted feature-rich ampliﬁer boards with ultra-thin RF tethers, as described in an upcoming paper (Newman, Zhang et al., in prep). This design signiﬁcantly improves the data yield of chronic electrophysiology experiments.</p>","2019-08-24","2019-09-03 19:28:27","2019-09-03 19:28:27","2019-09-03 19:28:27","746651","","","","","","","","","","","","","en","© 2019, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution 4.0 International), CC BY 4.0, as described at http://creativecommons.org/licenses/by/4.0/","","","","www.biorxiv.org","","","","/home/andre/Zotero/storage/2EAPPPSH/Voigts et al. - 2019 - An easy-to-assemble, robust, and lightweight drive.pdf; /home/andre/Zotero/storage/NMCJF72D/746651v1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FJ3AIIU6","journalArticle","2019","Seethepalli, Anand; Guo, Haichao; Liu, Xiuwei; Griffiths, Marcus; Almtarfi, Hussien; Li, Zenglu; Liu, Shuyu; Zare, Alina; Fritschi, Felix B.; Blancaflor, Elison B.; Ma, Xue-Feng; York, Larry M.","RhizoVision Crown: An Integrated Hardware and Software Platform for Root Crown Phenotyping","bioRxiv","","","10.1101/569707","https://www.biorxiv.org/content/10.1101/569707v2","<p>Root crown phenotyping measures the top portion of crop root systems and can be used for marker-assisted breeding, genetic mapping, and understanding how roots influence soil resource acquisition. Several imaging protocols and image analysis programs exist, but they are not optimized for high-throughput, repeatable, and robust root crown phenotyping. The RhizoVision Crown platform integrates an imaging unit, image capture software, and image analysis software that are optimized for reliable extraction of measurements from large numbers of root crowns. The hardware platform utilizes a back light and a monochrome machine vision camera to capture root crown silhouettes. RhizoVision Imager and RhizoVision Analyzer are free, open-source software that streamline image capture and image analysis with intuitive graphical user interfaces. RhizoVision Analyzer was physically validated using copper wire and features were extensively validated using 10,464 ground-truth simulated images of dicot and monocot root systems. This platform was then used to phenotype soybean and wheat root crowns. A total of 2,799 soybean (Glycine max) root crowns of 187 lines and 1,753 wheat (Triticum aestivum) root crowns of 186 lines were phenotyped. Principal component analysis indicated similar correlations among features in both species. The maximum heritability was 0.74 in soybean and 0.22 in wheat, indicating differences in species and populations need to be considered. The integrated RhizoVision Crown platform facilitates high-throughput phenotyping of crop root crowns, and sets a standard by which open plant phenotyping platforms can be benchmarked.</p>","2019-09-01","2019-09-03 19:28:20","2019-09-03 19:28:20","2019-09-03 19:28:20","569707","","","","","","RhizoVision Crown","","","","","","","en","© 2019, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution-NonCommercial-NoDerivs 4.0 International), CC BY-NC-ND 4.0, as described at http://creativecommons.org/licenses/by-nc-nd/4.0/","","","","www.biorxiv.org","","","","/home/andre/Zotero/storage/88SBXRUT/Seethepalli et al. - 2019 - RhizoVision Crown An Integrated Hardware and Soft.pdf; /home/andre/Zotero/storage/TB9PHB2U/569707v2.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3D6DPSH","journalArticle","2019","Booeshaghi, A. Sina; Beltrame, Eduardo da Veiga; Bannon, Dylan; Gehring, Jase; Pachter, Lior","Design principles for open source bioinstrumentation: the poseidon syringe pump system as an example","bioRxiv","","","10.1101/521096","https://www.biorxiv.org/content/10.1101/521096v1","<h3>ABSTRACT</h3> <p>The poseidon syringe pump and microscope system is an open source alternative to commercial systems. It costs less than $400 and can be assembled in under an hour using the instructions and source files available at https://pachterlab.github.io/poseidon. We describe the poseidon system and use it to illustrate design principles that can facilitate the adoption and development of open source bioinstruments. The principles are functionality, robustness, simplicity, modularity, benchmarking, and documentation.</p>","2019-01-17","2019-09-03 15:48:36","2019-12-02 10:49:10","2019-09-03 19:28:06","521096","","","","","","Design principles for open source bioinstrumentation","","","","","","","en","© 2019, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution 4.0 International), CC BY 4.0, as described at http://creativecommons.org/licenses/by/4.0/","","","","www.biorxiv.org","","","","/home/andre/Zotero/storage/ZBU2MZTU/Booeshaghi et al. - 2019 - Design principles for open source bioinstrumentati.pdf; /home/andre/Zotero/storage/EN2YMEFK/Booeshaghi et al. - 2019 - Design principles for open source bioinstrumentati.pdf; /home/andre/Zotero/storage/Y4SYTPZ6/521096v1.html; /home/andre/Zotero/storage/FTXIQMSF/521096v1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LMWACX6P","journalArticle","2019","An-adirekkun, Jidapas (My); Stewart, Cameron J.; Geller, Stephanie H.; Patel, Michael T.; Melendez, Justin; Oakes, Benjamin L.; Noyes, Marcus B.; McClean, Megan N.","A yeast optogenetic toolkit (yOTK) for gene expression control in Saccharomyces cerevisiae","bioRxiv","","","10.1101/663393","https://www.biorxiv.org/content/10.1101/663393v1","<h3>Abstract</h3> <p>Optogenetic tools for controlling gene expression are ideal for tuning synthetic biological networks due to the exquisite spatiotemporal control available with light. Here we develop an optogenetic system for gene expression control and integrate it with an existing yeast toolkit allowing for rapid, modular assembly of light-controlled circuits in the important chassis organism <i>Saccharomyces cerevisiae.</i> We reconstitute activity of a split synthetic zinc-finger transcription factor (TF) using light-induced dimerization. We optimize function of this split TF and demonstrate the utility of the toolkit workflow by assembling cassettes expressing the TF activation domain and DNA-binding domain at different levels. Utilizing this TF and a synthetic promoter we demonstrate that light-intensity and duty-cycle can be used to modulate gene expression over the range currently available from natural yeast promoters. This work allows for rapid generation and prototyping of optogenetic circuits to control gene expression in <i>Saccharomyces cerevisiae.</i></p>","2019-06-16","2019-09-03 19:28:00","2019-09-03 19:28:00","2019-09-03 19:28:00","663393","","","","","","","","","","","","","en","© 2019, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution-NonCommercial-NoDerivs 4.0 International), CC BY-NC-ND 4.0, as described at http://creativecommons.org/licenses/by-nc-nd/4.0/","","","","www.biorxiv.org","","","","/home/andre/Zotero/storage/IZRYBSPV/An-adirekkun et al. - 2019 - A yeast optogenetic toolkit (yOTK) for gene expres.pdf; /home/andre/Zotero/storage/BGL29GDN/663393v1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LPGPSXFD","journalArticle","2019","Voigt, Fabian F.; Kirschenbaum, Daniel; Platonova, Evgenia; Pagès, Stéphane; Campbell, Robert A. A.; Kästli, Rahel; Schaettin, Martina; Egolf, Ladan; Bourg, Alexander van der; Bethge, Philipp; Haenraets, Karen; Frézel, Noémie; Topilko, Thomas; Perin, Paola; Hillier, Daniel; Hildebrand, Sven; Schueth, Anna; Roebroeck, Alard; Roska, Botond; Stoeckli, Esther; Pizzala, Roberto; Renier, Nicolas; Zeilhofer, Hanns Ulrich; Karayannis, Theofanis; Ziegler, Urs; Batti, Laura; Holtmaat, Anthony; Lüscher, Christian; Aguzzi, Adriano; Helmchen, Fritjof","The mesoSPIM initiative: open-source light-sheet mesoscopes for imaging in cleared tissue","bioRxiv","","","10.1101/577122","https://www.biorxiv.org/content/10.1101/577122v1","Over the course of the past decade, tissue clearing methods have reached a high level of sophistication with a wide variety of approaches now available[1][1]. To image large cleared samples, light-sheet microscopes have proven to be ideal due to their excellent optical sectioning capability in","2019-03-18","2019-09-03 19:27:42","2019-09-03 19:27:42","2019-09-03 19:27:42","577122","","","","","","The mesoSPIM initiative","","","","","","","en","© 2019, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution-NoDerivs 4.0 International), CC BY-ND 4.0, as described at http://creativecommons.org/licenses/by-nd/4.0/","","","","www.biorxiv.org","","","","/home/andre/Zotero/storage/2YHN4S85/Voigt et al. - 2019 - The mesoSPIM initiative open-source light-sheet m.pdf; /home/andre/Zotero/storage/GLH63PJY/577122v1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JGTBXC4L","journalArticle","2017","Rotermund, David; Ernst, Udo A.; Pawelzik, Klaus R.","Open Hardware for neuro-prosthesis research: A study about a closed-loop multi-channel system for electrical surface stimulations and measurements","bioRxiv","","","10.1101/141184","https://www.biorxiv.org/content/10.1101/141184v1","Recent progress in neuro-prosthetic technology gives rise to the hope that in the future blind people might regain some degree of visual perception. It was shown that electrically stimulating the brain can be used to produce simple visual impressions of light blobs (phosphenes). However, this perception is very far away from natural sight. For developing the next generation of visual prostheses, real-time closed-loop stimulators which measure the actual neuronal activities and on this basis determine the required stimulation pattern. This leads to the challenge to design a system that can produce arbitrary stimulation-patterns with up to ±70V and with up to 25mA while measuring neuronal signals with amplitudes in the order of mV. Furthermore, the interruption of the measurement by stimulation must be as short as possible and the system needs to scale to hundreds of electrodes. We discuss how such a system and especially its current pumps and input protection need to be designed and which problems arise. We condense our findings into an example design for which we provide all design files (boards, firmwares and software) as open-source. This is a first step in taking the existing open-source www.open-ephys.org recording system and converting it into a closed-loop experimental setup for neuro-prosthetic research.","2017-05-23","2019-09-03 19:27:35","2019-12-01 19:29:51","2019-09-03 19:27:35","141184","","","","","","Open Hardware for neuro-prosthesis research","","","","","","","en","© 2017, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution 4.0 International), CC BY 4.0, as described at http://creativecommons.org/licenses/by/4.0/","","","","www.biorxiv.org","","","","/home/andre/Zotero/storage/NXQWMXWG/Rotermund et al. - 2017 - Open Hardware for neuro-prosthesis research A stu.pdf; /home/andre/Zotero/storage/HQZQBEUE/141184v1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2WG2LGDP","journalArticle","2017","Rotermund, David; Pistor, Jonas; Hoeffmann, Janpeter; Schellenberg, Tim; Boll, Dmitriy; Tolstosheeva, Elena; Gauck, Dieter; Stemmann, Heiko; Peters-Drolshagen, Dagmar; Kreiter, Andreas K.; Schneider, Martin; Paul, Steffen; Lang, Walter; Pawelzik, Klaus R.","Open Hardware: Towards a Fully-Wireless Sub-Cranial Neuro-Implant for Measuring Electrocorticography Signals","bioRxiv","","","10.1101/036855","https://www.biorxiv.org/content/10.1101/036855v2","<h3>Abstract</h3> <p>Implantable neuronal interfaces to the brain are an important keystone for future medical applications. However, entering this field of research is difficult since such an implant requires components from many different areas of technology. Since the complete avoidance of wires is important due to the risk of infections and other long-term problems, means for wireless transmitting data and energy are a necessity which adds to the requirements. In recent literature many high-tech components for such implants are presented with remarkable properties. However, these components are typically not freely available for your system. Every group needs to re-develop their own solution. This raises the question if it is possible to create a reusable design for an implant and its external base-station, such that it allows other groups to use it as a starting point. In this article we try to answer this question by presenting a design based exclusively on commercial off-the-shelf components and studying the properties of the resulting system. Following this idea, we present a fully wireless neuronal implant for simultaneously measuring electrocorticography signals at 128 locations from the surface of the brain. All design files are available as open source.</p>","2017-01-04","2019-09-03 19:25:21","2019-09-03 19:25:21","2019-09-03 19:25:21","036855","","","","","","Open Hardware","","","","","","","en","© 2017, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution 4.0 International), CC BY 4.0, as described at http://creativecommons.org/licenses/by/4.0/","","","","www.biorxiv.org","","","","/home/andre/Zotero/storage/Q7QTUF7K/Rotermund et al. - 2017 - Open Hardware Towards a Fully-Wireless Sub-Crania.pdf; /home/andre/Zotero/storage/ZHBGBLPQ/036855v2.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NL29QWKQ","journalArticle","2016","Gerhardt, Karl P.; Olson, Evan J.; Castillo-Hair, Sebastian M.; Hartsough, Lucas A.; Landry, Brian P.; Ekness, Felix; Yokoo, Rayka; Gomez, Eric J.; Ramakrishnan, Prabha; Suh, Junghae; Savage, David F.; Tabor, Jeffrey J.","An open-hardware platform for optogenetics and photobiology","Scientific Reports","","2045-2322","10.1038/srep35363","https://www.nature.com/articles/srep35363","In optogenetics, researchers use light and genetically encoded photoreceptors to control biological processes with unmatched precision. However, outside of neuroscience, the impact of optogenetics has been limited by a lack of user-friendly, flexible, accessible hardware. Here, we engineer the Light Plate Apparatus (LPA), a device that can deliver two independent 310 to 1550 nm light signals to each well of a 24-well plate with intensity control over three orders of magnitude and millisecond resolution. Signals are programmed using an intuitive web tool named Iris. All components can be purchased for under $400 and the device can be assembled and calibrated by a non-expert in one day. We use the LPA to precisely control gene expression from blue, green, and red light responsive optogenetic tools in bacteria, yeast, and mammalian cells and simplify the entrainment of cyanobacterial circadian rhythm. The LPA dramatically reduces the entry barrier to optogenetics and photobiology experiments.","2016-11-02","2019-09-03 19:25:07","2019-09-03 19:25:07","2019-09-03 19:25:07","35363","","","6","","","","","","","","","","en","2016 Nature Publishing Group","","","","www.nature.com","","","","/home/andre/Zotero/storage/6NMXC8JC/Gerhardt et al. - 2016 - An open-hardware platform for optogenetics and pho.pdf; /home/andre/Zotero/storage/TL5AP3WU/srep35363.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F9UWPBQ4","journalArticle","2016","Gerhardt, Karl P.; Olson, Evan J.; Castillo-Hair, Sebastian M.; Hartsough, Lucas A.; Landry, Brian P.; Ekness, Felix; Yokoo, Rayka; Gomez, Eric J.; Ramakrishnan, Prabha; Suh, Junghae; Savage, David F.; Tabor, Jeffrey J.","An open-hardware platform for optogenetics and photobiology","bioRxiv","","","10.1101/055053","https://www.biorxiv.org/content/10.1101/055053v1","<h3>Abstract</h3> <p>In optogenetics, researchers use light and genetically encoded photoreceptors to control biological processes with unmatched precision. However, outside of neuroscience, the impact of optogenetics has been limited by a lack of user-friendly, flexible, accessible hardware. Here, we engineer the Light Plate Apparatus (LPA), a device that can deliver two independent 310 to 1550 nm light signals to each well of a 24-well plate with intensity control over three orders of magnitude and millisecond resolution. Signals are programmed using an intuitive web tool named Iris. All components can be purchased for under $400 and the device can be assembled and calibrated by a non-expert in one day. We use the LPA to precisely control gene expression from blue, green, and red light responsive optogenetic tools in bacteria, yeast, and mammalian cells and simplify the entrainment of cyanobacterial circadian rhythm. The LPA dramatically reduces the entry barrier to optogenetics and photobiology experiments.</p>","2016-05-24","2019-09-03 19:24:57","2019-09-03 19:24:57","2019-09-03 19:24:57","055053","","","","","","","","","","","","","en","© 2016, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution-NonCommercial-NoDerivs 4.0 International), CC BY-NC-ND 4.0, as described at http://creativecommons.org/licenses/by-nc-nd/4.0/","","","","www.biorxiv.org","","","","/home/andre/Zotero/storage/9RVIJTPX/Gerhardt et al. - 2016 - An open-hardware platform for optogenetics and pho.pdf; /home/andre/Zotero/storage/ASM2XA2L/055053v1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU9U3BN6","webpage","","Craig T Russel; Eric J. Rees","An Open-Hardware sample mounting solution for inverted light-sheet microscopes with large detection objective lenses","","","","","https://www.biorxiv.org/content/10.1101/636977v3","Implementations of light-sheet microscopes are often incompatible with standard methods of sample mounting. Light-sheet microscopy uses orthogonal illumination and detection to create a thin sheet of light which does not illuminate the sample outside of the depth of field of the detection axis. Typically, this configuration involves a pair of orthogonal objectives which constrains the positioning of a length of coverslips or microscopes in range of the detection objective. We present an open-hardware (1, 2) sample mounting system for light-sheet microscopes using large detection objectives.","","2019-09-03 19:22:36","2019-12-02 10:04:39","2019-09-03 19:22:36","","","","","","","","","","","","","","","","","","","","","","","/home/andre/Zotero/storage/EYS8YV8Z/636977v3.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WZS8S5WW","journalArticle","2019","Purwar, Prashant; Lee, Junghoon","In-situ Real-time Field Imaging and Monitoring of Leaf Stomata by High-resolution Portable Microscope","bioRxiv","","","10.1101/677450","https://www.biorxiv.org/content/10.1101/677450v1","<h3>ABSTRACT</h3> <p>Stomata, functionally specialized micrometer-sized pores on the epidermis of leaves (mainly on the lower epidermis), control the flow of gases and water between the interior of the plant and atmosphere. Real-time monitoring of stomatal dynamics can be used for predicting the plant hydraulics, photosensitivity, and gas exchanges effectively. To date, several techniques offer the direct or indirect measurement of stomatal dynamics, yet none offer real-time, long-term persistent measurement of multiple stomal apertures simultaneously of an intact leaf in a field under natural conditions. Here, we report a high-resolution portable microscope-based technique for <i>in situ</i> real-time field imaging and monitoring of stomata. Our technique is capable of analyzing and quantifying the multiple lower epidermis stomal pore dynamics simultaneously and does not require any physical or chemical manipulation of a leaf. An upward facing objective lens in our portable microscope allows the imaging of lower epidermis stomatal opening of a leaf while upper epidermis being exposed to the natural environment. Small depth of field (~ 1.3 μm) of a high-magnifying objection lens assists in focusing the stomatal plane in highly non-planar tomato leaf having a high density of trichome (hair-like structures). For long-term monitoring, the leaf is fixed mechanically by a novel designed leaf holder providing freedom to expose the upper epidermis to the sunlight and lower epidermis to the wind simultaneously. In our study, a direct relation between the stomatal opening and the intensity of sunlight illuminating on the upper epidermis has been observed in real-time. In addition, real-time porosity of leaf (ratio between the areas of stomatal opening to the area of a leaf) and stomatal aspect ratio (ratio between the major axis and minor axis of stomatal opening) along with stomatal density have been quantified.</p>","2019-06-21","2019-09-03 18:25:38","2019-09-03 18:25:38","2019-09-03 18:25:38","677450","","","","","","","","","","","","","en","© 2019, Posted by Cold Spring Harbor Laboratory. The copyright holder for this pre-print is the author. All rights reserved. The material may not be redistributed, re-used or adapted without the author's permission.","","","","www.biorxiv.org","","","","/home/andre/Zotero/storage/7627YUHD/Purwar and Lee - 2019 - In-situ Real-time Field Imaging and Monitoring of .pdf; /home/andre/Zotero/storage/VADLDNHV/677450v1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KGYYJZ5U","webpage","","NklFollow, Kavinkumar","Agri-Stick","Instructables","","","","https://www.instructables.com/id/Agri-Stick/","Agri-Stick: Farmers spend endless hours of driving to their field to check on their crops and manually operate the irrigation systems. This is time and labour intense with significant costs to the farmers and sub-optimal use of expensive resources. By using I...","","2019-09-03 18:25:26","2019-09-03 18:25:26","2019-09-03 18:25:26","","","","","","","","","","","","","","en","","","","","","","","","/home/andre/Zotero/storage/4G5NJGBI/Agri-Stick.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8ZTKPYRF","journalArticle","2013","Kretschmer, Friedrich; Kretschmer, Viola; Kunze, Vincent P.; Kretzberg, Jutta","OMR-Arena: Automated Measurement and Stimulation System to Determine Mouse Visual Thresholds Based on Optomotor Responses","PLOS ONE","","1932-6203","10.1371/journal.pone.0078058","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0078058","Measurement of the optomotor response is a common way to determine thresholds of the visual system in animals. Particularly in mice, it is frequently used to characterize the visual performance of different genetically modified strains or to test the effect of various drugs on visual performance. Several methods have been developed to facilitate the presentation of stimuli using computer screens or projectors. Common methods are either based on the measurement of eye movement during optokinetic reflex behavior or rely on the measurement of head and/or body-movements during optomotor responses. Eye-movements can easily and objectively be quantified, but their measurement requires invasive fixation of the animals. Head movements can be observed in freely moving animals, but until now depended on the judgment of a human observer who reported the counted tracking movements of the animal during an experiment. In this study we present a novel measurement and stimulation system based on open source building plans and software. This system presents appropriate 360 stimuli while simultaneously video-tracking the animal's head-movements without fixation. The on-line determined head gaze is used to adjust the stimulus to the head position, as well as to automatically calculate visual acuity. Exemplary, we show that automatically measured visual response curves of mice match the results obtained by a human observer very well. The spatial acuity thresholds yielded by the automatic analysis are also consistent with the human observer approach and with published results. Hence, OMR-arena provides an affordable, convenient and objective way to measure mouse visual performance.","2013-11-15","2019-08-13 12:30:48","2019-12-02 10:44:57","2019-09-03 18:24:52","e78058","","11","8","","PLOS ONE","OMR-Arena","","","","","","","en","","","","","PLoS Journals","","","","/home/andre/Zotero/storage/V2F4F3AZ/Kretschmer et al. - 2013 - OMR-Arena Automated Measurement and Stimulation S.pdf; /home/andre/Zotero/storage/654845LT/Kretschmer et al. - 2013 - OMR-Arena Automated Measurement and Stimulation S.pdf; /home/andre/Zotero/storage/497GWPW4/article.html; /home/andre/Zotero/storage/VXCJN2P8/article.html","","","Animal behavior; Animal performance; Behavior; Eye movements; Human mobility; Mice; Nose; Visual acuity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J2SEGUMI","journalArticle","2018","Drackley, Brendan; Holtz, Matt; Yang, Jay","An inexpensive modified weight-bearing device assembled in-house for high throughput unbiased behavioral pain assessment in mice","HardwareX","","2468-0672","10.1016/j.ohx.2018.e00031","http://www.sciencedirect.com/science/article/pii/S2468067218300063","Assessment of pain in rodents is essential for analgesic development and investigations of fundamental neurobiology of pain. We have previously reported on a modified weight bearing apparatus we call VASIC (voluntarily accessed static incapacitance chamber) enabling unbiased and high throughput assessment of pain in rats. The present report provides a detailed description of the construction of the apparatus with all necessary computer assisted design files for the printed circuit board and the plastic components, and the required software for controlling the data capture and data analysis hosted in an online source file repository to allow assembly of the device in-house at a cost affordable to most academic laboratories. We extend the application of the apparatus to assess weight bearing in mice to enable the use of genetic mice models to study pain.","2018-10-01","2019-08-13 12:30:52","2019-12-02 10:43:35","2019-09-03 18:23:18","e00031","","","4","","HardwareX","","","","","","","","","","","","","ScienceDirect","","","","/home/andre/Zotero/storage/4947GV2A/Drackley et al. - 2018 - An inexpensive modified weight-bearing device asse.pdf; /home/andre/Zotero/storage/X5EJ9DA7/Drackley et al. - 2018 - An inexpensive modified weight-bearing device asse.pdf; /home/andre/Zotero/storage/4LE4AVNT/S2468067218300063.html","","","Arduino shield; Pain assessment; Weight bearing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W4SBMCIA","webpage","","","KineMouse Wheel","","","","","https://hackaday.io/project/160744-kinemouse-wheel","Who says you can't reinvent the wheel?! This running wheel for head-fixed mice allows 3D reconstruction of body kinematics using a single camera with DeepLabCut software. The wheel has a lightweight, transparent polycarbonate floor and a mirror mounted on the inside at 45 degrees so two views can be captured simultaneously. All parts are commercially available except for custom pieces that are laser cut from acrylic. This wheel was designed by Richard Warren in Nate Sawtell's lab at Columbia University. Please let us know if you use this wheel in your research - it will be helpful for grant applications, etc. Also, if you use this wheel in published research please acknowledge us in your paper. If you have suggestions on how to improve this tutorial please let use know! Happy running! Thanks to Judah Hoffman for preparing the protocol, and to Tanya Tabachnik for valuable input on the design.","","2019-09-03 18:23:05","2019-09-03 18:23:05","2019-09-03 18:23:05","","","","","","","","","","","","","","en","","","","","","","","","/home/andre/Zotero/storage/PA8D49JN/160744-kinemouse-wheel.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QAWS7PMI","journalArticle","2014","Pineño, Oskar","ArduiPod Box: A low-cost and open-source Skinner box using an iPod Touch and an Arduino microcontroller","Behavior Research Methods","","1554-3528","10.3758/s13428-013-0367-5","https://doi.org/10.3758/s13428-013-0367-5","This article introduces the ArduiPod Box, an open-source device built using two main components (i.e., an iPod Touch and an Arduino microcontroller), developed as a low-cost alternative to the standard operant conditioning chamber, or “Skinner box.” Because of its affordability, the ArduiPod Box provides an opportunity for educational institutions with small budgets seeking to set up animal laboratories for research and instructional purposes. A pilot experiment is also presented, which shows that the ArduiPod Box, in spite of its extraordinary simplicity, can be effectively used to study animal learning and behavior.","2014-03-01","2019-09-03 18:21:33","2019-09-03 18:21:33","2019-09-03 18:21:33","196-205","","1","46","","Behav Res","ArduiPod Box","","","","","","","en","","","","","Springer Link","","","","","","","Arduino; iPod Touch; Operant conditioning chamber; Skinner box","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHME6GWC","journalArticle","2017","Alisch, Tom; Crall, James D.; Zucker, Dave; Bivort, Ben de","MAPLE: a Modular Automated Platform for Large-scale Experiments, a low-cost robot for integrated animal-handling and phenotyping","bioRxiv","","","10.1101/239459","https://www.biorxiv.org/content/10.1101/239459v1","<h3>Abstract</h3> <p>Genetic model system animals have significant scientific value in part because of large-scale experiments like screens, but performing such experiments over long time periods by hand is arduous and risks errors. Thus the field is poised to benefit from automation, just as molecular biology did from liquid-handling robots. We developed a Modular Automated Platform for Large-scale Experiments (MAPLE), a <i>Drosophila-handling</i> robot capable of conducting lab tasks and experiments. We demonstrate MAPLE’s ability to accelerate the collection of virgin female flies (a pervasive experimental chore in fly genetics) and assist high-throughput phenotyping assays. Using MAPLE to autonomously run a novel social interaction experiment, we found that 1) pairs of flies exhibit persistent idiosyncrasies in affiliative behavior, 2) these dyad-specific interactions require olfactory and visual cues, and 3) social interaction network structure is topologically stable over time. These diverse examples demonstrate MAPLE’s versatility as a general platform for conducting fly science automatically.</p>","2017-12-24","2019-09-03 18:21:17","2019-09-03 18:21:17","2019-09-03 18:21:17","239459","","","","","","MAPLE","","","","","","","en","© 2017, Posted by Cold Spring Harbor Laboratory. This pre-print is available under a Creative Commons License (Attribution 4.0 International), CC BY 4.0, as described at http://creativecommons.org/licenses/by/4.0/","","","","www.biorxiv.org","","","","/home/andre/Zotero/storage/K6DMFS9W/Alisch et al. - 2017 - MAPLE a Modular Automated Platform for Large-scal.pdf; /home/andre/Zotero/storage/782TDVZZ/239459v1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
