"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"HBQL3DE4","journalArticle","2022","Chochtoula, Despoina; Ilias, Aristidis; Stamatiou, Yannis C.; Makris, Christos","Integrating Elliptic Curve Cryptography with the Modbus TCP SCADA Communication Protocol","Future Internet","","1999-5903","10.3390/fi14080232","https://www.mdpi.com/1999-5903/14/8/232","SCADA systems monitor critical industrial, energy and other physical infrastructures in order to detect malfunctions, issue alerts and, in many cases, propose or even take remedial actions. However, due to their attachment to the Internet, SCADA systems are, today, vulnerable to attacks such as, among several others, interception of data traffic, malicious modifications of settings and control operations data, malicious modification of measurements and infrastructure data and Denial-of-Service attacks. Our research focuses on strengthening SCADA systems with cryptographic methods and protection mechanisms with emphasis on data and messaging encryption and device identification and authentication. The limited availability of computing power and memory in sensors and embedded devices deployed in SCADA systems make render cryptographic methods with higher resource requirements, such as the use of conventional public key cryptography such as RSA, unsuitable. We, thus, propose Elliptic Curve Cryptography as an alternative cryptographic mechanism, where smaller key sizes are required, with lower resource requirements for cryptographic operations. Accordingly, our approach integrates Modbus, a commonly used SCADA communication protocol, with Elliptic Curve Cryptography. We have, also, developed an experimental set-up in order to demonstrate the performance of our approach and draw conclusions regarding its effectiveness in real SCADA installations.","2022-07-28","2023-02-15 00:12:29","2023-02-15 00:12:29","2023-02-15 00:12:28","232","","8","14","","Future Internet","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RJQMHCTV","journalArticle","2022","Fuller, Sawyer; Yu, Zhitao; Talwekar, Yash P.","A gyroscope-free visual-inertial flight control and wind sensing system for 10-mg robots","Science Robotics","","2470-9476","10.1126/scirobotics.abq8184","https://www.science.org/doi/10.1126/scirobotics.abq8184","Tiny “gnat robots,” weighing just a few milligrams, were first conjectured in the 1980s. How to stabilize one if it were to hover like a small insect has not been answered. Challenges include the requirement that sensors be both low mass and high bandwidth and that silicon-micromachined rate gyroscopes are too heavy. The smallest robot to perform controlled hovering uses a sensor suite weighing hundreds of milligrams. Here, we demonstrate that an accelerometer represents perhaps the most direct way to stabilize flight while satisfying the extreme size, speed, weight, and power constraints of a flying robot even as it scales down to just a few milligrams. As aircraft scale reduces, scaling physics dictates that the ratio of aerodynamic drag to mass increases. This results in reduced noise in an accelerometer’s airspeed measurement. We show through simulation and experiment on a 30-gram robot that a 2-milligram off-the-shelf accelerometer is able in principle to stabilize a 10-milligram robot despite high noise in the sensor itself. Inspired by wind-vision sensory fusion in the flight controller of the fruit fly                Drosophila melanogaster                , we then added a tiny camera and efficient, fly-inspired autocorrelation-based visual processing to allow the robot to estimate and reject wind as well as control its attitude and flight velocity using a Kalman filter. Our biology-inspired approach, validated on a small flying helicopter, has a wind gust response comparable to the fruit fly and is small and efficient enough for a 10-milligram flying vehicle (weighing less than a grain of rice).                          ,               A visual-inertial flight control and wind sensing system is small and efficient enough for a 10-milligram aerial robot.","2022-11-23","2023-02-15 00:12:19","2023-02-15 00:12:19","2023-02-15 00:12:19","eabq8184","","72","7","","Sci. Robot.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SALNK5JY","journalArticle","2022","Komarizadehasl, Seyedmilad; Huguenet, Pierre; Lozano, Fidel; Lozano-Galant, Jose Antonio; Turmo, Jose","Operational and Analytical Modal Analysis of a Bridge Using Low-Cost Wireless Arduino-Based Accelerometers","Sensors","","1424-8220","10.3390/s22249808","https://www.mdpi.com/1424-8220/22/24/9808","Arduino-based accelerometers are receiving wide attention from researchers to make long-term Structural Health Monitoring (SHM) feasible for structures with a low SHM budget. The current low-cost solutions found in the literature share some of the following drawbacks: (1) high noise density, (2) lack of wireless synchronization, (3) lack of automatic data acquisition and data management, and (4) lack of dedicated field tests aiming to compare mode shapes from Operational Modal Analysis (OMA) with those of a digital model. To solve these problems, a recently built short-span footbridge in Barcelona is instrumented using four Low-cost Adaptable Reliable Accelerometers (LARA). In this study, the automatization of the data acquisition and management of these low-cost solutions is studied for the first time in the literature. In addition, a digital model of the bridge under study is generated in SAP2000 using the available drawings and reported characteristics of its materials. The OMA of the bridge is calculated using Frequency Domain Decomposition (FDD) and Covariance Stochastic Subspace Identification (SSI-cov) methods. Using the Modal Assurance Criterion (MAC), the mode shapes of OMA are compared with those of the digital model. Finally, the acquired eigenfrequencies of the bridge obtained with a high-precision commercial sensor (HI-INC) showed a good agreement with those obtained with LARA.","2022-12-14","2023-02-15 00:12:17","2023-02-15 00:12:17","2023-02-15 00:12:16","9808","","24","22","","Sensors","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FJQJPGDR","journalArticle","2022","Ravindran, Vijay; Vennila, C.","Energy consumption in cluster communication using mcsbch approach in WSN","Journal of Intelligent & Fuzzy Systems","","10641246, 18758967","10.3233/JIFS-212632","https://www.medra.org/servlet/aliasResolver?alias=iospress&doi=10.3233/JIFS-212632","Internet of Things (IoT) proposed a new digital computing paradigm enabling interaction between devices and machines. It deliberately creates connectivity between the internet, electronics, and other forms of hardware. A novel modern cluster supervisor-based cluster head selection algorithm (MCSBCH) is proposed for the Wireless Sensor Network (WSN). The proposed cluster supervisor mechanism is responsible for controlling and monitoring the network effectively. In this approach, the cluster supervisor is the heart of the network, and the whole mechanism work under its supervision. The Cluster supervisor (CS) monitors the node’s energy level and allocates CH (cluster head) node. Each node’s energy level is considered for electing the CH. Obviously when the cluster head energy level gets drained, then it allocates the next higher energy node as cluster head. The assigned CH is the next node with the highest energy level known as the backup node. This cluster supervisor (CS) is supported by the cluster head (CH) and other backup nodes in the network. The proposed MCSBCH is boosted with an enhanced clustering routing protocol. An experimental result is based on the aspect of a lifetime, energy consumption, and throughput, to test the proposed mechanism performance.","2022-06-01","2023-02-15 00:12:14","2023-02-15 00:12:14","2023-02-15 00:12:13","1669-1679","","1","43","","IFS","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X2Q3JRDB","journalArticle","2022","Radonjić, Milutin; Zečević, Žarko; Krstajić, Božo","An IoT System for Real-Time Monitoring of DC Motor Overload","Electronics","","2079-9292","10.3390/electronics11101555","https://www.mdpi.com/2079-9292/11/10/1555","The excavators are heavy machines widely used in the civil engineering and surface mining industry. Recent studies show that 95% of contractors face the problem of finding skilled operators. Unskilled operators not only worsen productivity but also very often cause machine failures through unprofessional handling. Motivated by these studies and guided by the mining company’s requirements, we present a prototype of an IoT system for monitoring DC motor overload on the EKG-15 excavator. The IoT system consists of a microprocessor device mounted inside the excavator and an external cloud platform that can be accessed via the Internet. The proposed solution detects and warns the operator when the DC motor overload occurs, thus reducing the probability of its damage. In addition, overload data is sent to the cloud platform for later research, analysis and processing. The main benefit of the proposed solution is that it can be applied to existing industry machinery, thus reducing the maintenance cost and increasing productivity. After several months of use of the proposed system in real working conditions, it has been shown that the overload occurrence and its duration time are approximately reduced by 60% and 80%, respectively.","2022-05-12","2023-02-15 00:12:11","2023-02-15 00:12:11","2023-02-15 00:12:11","1555","","10","11","","Electronics","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAN7TKYV","journalArticle","2023","Yilmaz, Erdem Dogukan; Naumovska, Ivana; Miric, Milan","Does imitation increase or decrease demand for an original product? Understanding the opposing effects of discovery and substitution","Strategic Management Journal","","0143-2095, 1097-0266","10.1002/smj.3467","https://onlinelibrary.wiley.com/doi/10.1002/smj.3467","","2023-03","2023-02-15 00:12:08","2023-02-15 00:12:08","2023-02-15 00:12:08","639-671","","3","44","","Strategic Management Journal","Does imitation increase or decrease demand for an original product?","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZCVKQLHU","journalArticle","2022","Chau, Michael M.; Tompkins, Marc A.","Osteochondritis Dissecans of the Knee in Young Athletes","Clinics in Sports Medicine","","02785919","10.1016/j.csm.2022.06.001","https://linkinghub.elsevier.com/retrieve/pii/S0278591922000503","","2022-10","2023-02-15 00:12:06","2023-02-15 00:12:06","2023-02-15 00:12:05","579-594","","4","41","","Clinics in Sports Medicine","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UD3PUFBN","journalArticle","2022","Wilson, Nathan R.; Wang, Forea L.; Chen, Naiyan; Yan, Sherry X.; Daitch, Amy L.; Shi, Bo; Sharma, Samvaran; Sur, Mriganka","A Platform for Spatiotemporal “Matrix” Stimulation in Brain Networks Reveals Novel Forms of Circuit Plasticity","Frontiers in Neural Circuits","","1662-5110","10.3389/fncir.2021.792228","https://www.frontiersin.org/articles/10.3389/fncir.2021.792228/full","Here we demonstrate a facile method by which to deliver complex spatiotemporal stimulation to neural networks in fast patterns, to trigger interesting forms of circuit-level plasticity in cortical areas. We present a complete platform by which patterns of electricity can be arbitrarily defined and distributed across a brain circuit, either simultaneously, asynchronously, or in complex patterns that can be easily designed and orchestrated with precise timing. Interfacing with acute slices of mouse cortex, we show that our system can be used to activate neurons at many locations and drive synaptic transmission in distributed patterns, and that this elicits new forms of plasticity that may not be observable via traditional methods, including interesting measurements of associational and sequence plasticity. Finally, we introduce an automated “network assay” for imaging activation and plasticity across a circuit. Spatiotemporal stimulation opens the door for high-throughput explorations of plasticity at the circuit level, and may provide a basis for new types of adaptive neural prosthetics.","2022-01-05","2023-02-15 00:12:02","2023-02-15 00:12:02","2023-02-15 00:12:02","792228","","","15","","Front. Neural Circuits","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"269HVPK8","journalArticle","2022","Wegner, Scott A.; Barocio-Galindo, Rachel M.; Avalos, José L.","The bright frontiers of microbial metabolic optogenetics","Current Opinion in Chemical Biology","","13675931","10.1016/j.cbpa.2022.102207","https://linkinghub.elsevier.com/retrieve/pii/S1367593122000928","","2022-12","2023-02-15 00:11:59","2023-02-15 00:11:59","2023-02-15 00:11:58","102207","","","71","","Current Opinion in Chemical Biology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8KPKG2PW","journalArticle","2022","Zhu, Danqing; Johnson, Hunter J.; Chen, Jun; Schaffer, David V.","Optogenetic Application to Investigating Cell Behavior and Neurological Disease","Frontiers in Cellular Neuroscience","","1662-5102","10.3389/fncel.2022.811493","https://www.frontiersin.org/articles/10.3389/fncel.2022.811493/full","Cells reside in a dynamic microenvironment that presents them with regulatory signals that vary in time, space, and amplitude. The cell, in turn, interprets these signals and accordingly initiates downstream processes including cell proliferation, differentiation, migration, and self-organization. Conventional approaches to perturb and investigate signaling pathways (e.g., agonist/antagonist addition, overexpression, silencing, knockouts) are often binary perturbations that do not offer precise control over signaling levels, and/or provide limited spatial or temporal control. In contrast, optogenetics leverages light-sensitive proteins to control cellular signaling dynamics and target gene expression and, by virtue of precise hardware control over illumination, offers the capacity to interrogate how spatiotemporally varying signals modulate gene regulatory networks and cellular behaviors. Recent studies have employed various optogenetic systems in stem cell, embryonic, and somatic cell patterning studies, which have addressed fundamental questions of how cell-cell communication, subcellular protein localization, and signal integration affect cell fate. Other efforts have explored how alteration of signaling dynamics may contribute to neurological diseases and have in the process created physiologically relevant models that could inform new therapeutic strategies. In this review, we focus on emerging applications within the expanding field of optogenetics to study gene regulation, cell signaling, neurodevelopment, and neurological disorders, and we comment on current limitations and future directions for the growth of the field.","2022-02-22","2023-02-15 00:11:56","2023-02-15 00:11:56","2023-02-15 00:11:56","811493","","","16","","Front. Cell. Neurosci.","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
